"bit confused cut hair again? made big deal stan lee cutting hair ragnarok. doesnt even look like thor haircut, look like deleted scene extraction.",0
someone notice holding stormbreaker lose arm movie sick,-1
oh! wow! love teaser!,1
thor want. kenneth branagh one,1
hope there gonna reunion scene loki,1
waiting move,0
who black panther teaser?,-1
3 mot? mot nielot..,0
theyre cute hair??,1
whats tea? everything seems tense sheezz,-1
need continue making thor movie,0
"everyone think over. thor exhausted, standing looking sky. suddenly, loki voice echo brother miss me? thor turn around. loki grin classic, mischievous smile.",1
,0
"salam uluh itah babai bakumpai, mudahan thor mimbit tukul andalan eh ji tau balua patir te, akhai nice marvel",1
proberly fail,-1
keep throwing green countdown end these. hint loki appearance?,0
please let sign thor comedic relief over.,1
"well, hope long hair also return...",1
no one match vibe character,-1
im afraid tony stark back,0
something tell going die time,-1
rune king thor coming,0
wow gave shiver,1
"thor return,and eleven?",0
thor doom crayzee,-1
thor cut hair avenger loose,-1
need long hair goldie lock thor seriously... believe hell die one,-1
"lend strength fathers, may fight more. defeat one enemy thor god thunder",-1
first teaser actually get excited movie ive never really thor fan but fan chris hemsworth thor. love thunder wasnt great but ending got me. thor someone fight always best kind thor,1
need rune king thor doomsday,-1
theyre still making these??,0
rune king thor loading......,0
wont watching. miss 90 xmen less talk scene action scene,1
"please keep serious tone thor, comedic nonsense not it.",1
"warriors, soldier etc. theyve fought honor, glory, duty, victory many things. but truest warrior fight keep peace. end fighting.",1
doom bout get got. lol!,1
whats next? guardian galaxy tax slow motion?,0
man f avenger fast furious movies.,-1
thor need,0
thor trailer hit harder mjolnir cap trailer? cute. thors? soundtrack alone could summon storm,1
sound thunder,0
9th january 2026,0
"magnificent, serious god thunder",1
hulk strongest avenger!,1
"please let better last one. ragnarok best thor, bring back!",1
"finally, serious thor.",-1
many father ?,0
finally thor always wanted?,0
last marvel movie not good anymore. loki interesting.,1
hair short again?,0
"trailer woulda better end korg pop nowhere like hey friend, ya talkin ya self there!",-1
"funny how, casted two chris play serious character opposite true nature. goated actor",1
yeah tell fired right people,-1
wait sec! 2 questions. 1 thor jane get married girl? 2 doctor doom gonna movie?! definitely worth watch come out.,1
doom maybe looking kid,-1
miss thor much... cant wait see meet loki,-1
seen two child powerful everyone franklin child,1
fear every mcuhero get appearance doom day none interesting story,-1
love goodness give u king thor let return home asgardians rebuild asgard be....,1
"never fault movie studio leaning nostalgia fire fan new project, but doomsday nostalgia thing going it. mcu commercial creative wasteland since endgame, no overarching inuniverse story driving u toward movie. know nostalgia grab feel without warning, but cinematic universe become dumpster fire. there nothing rdj, evans, hemsworth it. couldnt live failure. bring you? back me. line seems prophetic now.",-1
cooked,0
marvel alive thor,1
emotion voice gonna much darker u prepared,1
think lost war thor haircut infinity war lost,-1
bro iron man come back avenger doomsday haaaa plsss come iron man iam big fan 057,-1
mjolnir missing,-1
listen speech knowing thor die?,-1
thoooooooooooooooooooooor,0
meaning 1e 17ber 02020 ?,0
jeeeeez thor been?,0
finally serious thor back,-1
"need guy lock bring back shakespearean thor, cant stand clown thor!",0
uhhh whose mother,0
literal goosebump this. pumped see russos back again! especially seeing comic accurate cyclops james marsden xmen teaser this! definitely planting seed again!,1
mean love thunder remaining canon?... think ill pass.,1
marvel never move,1
oh geeze.... actually gonna kill thor time? cause sound like movie character say sometime death scene.,-1
3ed presentation.,0
think date real doomsday,-1
havent even watched thor movie yet still made hyped. please let movie peak!,1
storm coming even god thunder cannot stop,1
"if, thor already valhalla become rune king thor?",0
"cares, dr doom?",1
huhhh,0
imagine avenger without thor,0
feeling,1
thor dy becomes rune king thor,0
god asking power not not joke man..,1
everyone return doomsday xd,0
serious thor back. achieve it?... children. good call.,1
thorrr!,0
thor 2 eye now..?,0
thor appear movie???,0
please bring loki back,1
also need pray thanos come back,1
mean thor valhalla trailer?,0
look like last thor appearance mcu,1
thor hand marvel character movie wish got better movie mostly shined avenger film,1
he unsure,-1
hope time thor not clown...,1
teaser feel like ai,1
goosebump voice. man mind disaster.,-1
"bait. know bait. stay strong, wait first weekend spoilers.",1
thor!,0
daughter dy lead commit sui turn rune king,1
kid face scar markings?,0
please grant father son odin son glory battle field one last time heed word amen high! stranger thing happened!!!,1
"know, good guy every movie history every plot armor mean make end. yes, survive. not superhero movies, go movie tv shows.",1
,0
thor enemy loki,-1
thor weak like baby,-1
thor shown powerful infinity war,-1
thor best. never let go,1
crazy one clip better entirety love thunder,1
think going start pivoting away og 6 need rune king thor maybe not world breaker hulk but really good savage hulk showing give shine deserve sure,1
"like comic, bro ur praying enemy lol. doomgard",1
yup. he 100 going die,-1
anyone care silly crap anymore? disney never get money.,1
thor love not love thunder joking kind,1
pray dont make lovey dovey.. want war thor!!,-1
got serious thor,-1
god praying beat dr doom. finna peak,1
"see thor last ? cant remember ???? aahhh love thunder wasnt , hence kid lol",1
im train looking like thanos actor,1
man praying,1
hey get dad god human but praying dad?,1
late ya lost last cycle slop. aint watchin crap,-1
onslaught not doomsday,1
come kid look like 12 yo long passed ?,1
"please love god...... keep corny joke fightserious scenes. watching thanos dragging thor defeated body, showing threat he supposed be, thor cut ...you talk much, completely destroyed scene.",-1
look good,1
bro imagine movie deadpool flirted thor bhojpuri song,-1
"god thunder knees, prayingyeah, cooked chat",1
thor wanted love n thunder,1
he back!!,0
"so, deciding thor properly now?",0
personal theory thor daughter turn mucs version black swan.,0
avenger doomsday got goat one knee,-1
releasing trailer year ahead schedule crazy. theyre building something big.,-1
thor praying something scared movie,-1
"deadpool thor, seriously crying?! absolute cinema right now!",-1
great,1
hope not neutered love thunder thor.,-1
maximus!,0
finally odinson return home,0
fact marvel dc depends bible give ideas.,1
know dyin,0
stroke genius jane take gorrs daughter added motivation reason. really fight strength fathers.,1
horrible job character care,-1
feel like gone doomsday . no happy funny thor end .,1
yay chris ur member avenger like please keep marvel sinking ship together!,1
gladiator vibes.,0
god begging??,1
"hope happens... hope loki answer prayers, literally ... hello brother",1
no wont lend anything,-1
maybe odin also return doomsday,-1
waiting,0
hear thunder merging background music... chef kiss,0
deadpool wolverine revived marvel.. doomsday rejuvenate it!!,-1
"becoming father make anyone, even thor, cut joke focus mission.",0
thor,0
everybody becoming lame father mother see,-1
jesus christ king king lord lord father heaven,1
hopefully thor life,1
"serious thor serf story, character provide levity, im good it. but thor often not serious character nordic mythology.",1
get aidoomsday trailer deadpool?,0
not sure but may loki listening,-1
crazy thats actual daughter.,-1
nah dare hide also eight day steve rogers watching xmen returning,-1
voice,0
previous leak true?,1
no trailer guys. please. dont spoil anybody else. want everything surprise,1
"make sign cross ,epic!",0
serious thor way better terrible thor last two movies.,-1
awesome. really,1
"yay, short hair thor back, best thor.",1
thor not joke anymore?,-1
"fun fact, thats chris hemsworths actual daughter real life play daughter mcu",1
sick fake trailers..,-1
thats thor death setup ever saw one.,-1
love thod,1
bro right eye comeback nowhere hit hela ragnarok,0
1 year waiting!,0
rune king thor way...,0
thor lowkey turning kratos???,0
